country,country_code,city,place_name,category,description,rating,entry_fee_usd,visit_duration_hrs,best_time_to_visit,tags,lat,lon,is_unesco,continent,nearest_airport_iata,nearest_airport_name,avg_flight_price_usd
United States,XX,Willoughby,Willoughby Scenic Lookout Point,Nature,Panoramic views of Willoughby and its surroundings.,4.3,10,3,Sunset,"Views,Nature",41.69779557996003,-81.37659243622684,No,Unknown,LNN,Willoughby Lost Nation Municipal Airport,
United States,XX,Willoughby,Willoughby Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Willoughby.,4.5,25,2,Morning,"Architecture,Spiritual",41.671378215915354,-81.3816510148837,No,Unknown,LNN,Willoughby Lost Nation Municipal Airport,
United States,XX,Frankfort,Frankfort National Museum,Museum,Explore the deep history and culture of United States in Frankfort.,4.7,15,3,Morning,"History,Culture",38.20046888320642,-84.89052246668163,No,Unknown,FFT,Capital City Airport,
United States,XX,Frankfort,Frankfort Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Frankfort.,4.6,5,1,Morning,"Architecture,Spiritual",38.20175389942907,-84.9119845178537,No,Unknown,FFT,Capital City Airport,
United States,XX,Marco Island Airport,Marco Island Airport Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Marco Island Airport.,4.8,15,2,Morning,"Architecture,Spiritual",25.99125276679177,-81.68057930615957,No,Unknown,MRK,Marco Island Executive Airport,
United States,XX,Marco Island Airport,Marco Island Airport Central Square,Landmark,"The historic heart of Marco Island Airport, bustling with locals and cafes.",4.3,0,3,Afternoon,"Iconic,Free",25.978681607835092,-81.66600099818938,No,Unknown,MRK,Marco Island Executive Airport,
United States,XX,Drummond Island,Drummond Island Scenic Lookout Point,Nature,Panoramic views of Drummond Island and its surroundings.,4.3,5,2,Sunset,"Views,Nature",46.015200939898456,-83.76345846470285,No,Unknown,DRE,Drummond Island Airport,
United States,XX,Drummond Island,Drummond Island City Botanical Gardens,Park,A peaceful green oasis in the middle of Drummond Island.,4.4,15,1,Morning,"Nature,Relaxing",45.99688427447225,-83.72805055242165,No,Unknown,DRE,Drummond Island Airport,
United States,XX,Gladwin,Gladwin Central Square,Landmark,"The historic heart of Gladwin, bustling with locals and cafes.",4.7,25,3,Afternoon,"Iconic,Free",43.95472331961436,-84.47787887914727,No,Unknown,GDW,Gladwin Zettel Memorial Airport,
United States,XX,Gladwin,Gladwin City Botanical Gardens,Park,A peaceful green oasis in the middle of Gladwin.,4.8,10,1,Morning,"Nature,Relaxing",43.96061475704169,-84.49329083243789,No,Unknown,GDW,Gladwin Zettel Memorial Airport,
United States,XX,Gladwin,Gladwin Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Gladwin.",4.2,10,2,Evening,"Nightlife,Food",43.973152514107106,-84.47988171643259,No,Unknown,GDW,Gladwin Zettel Memorial Airport,
United States,XX,Marshfield,Marshfield Scenic Lookout Point,Nature,Panoramic views of Marshfield and its surroundings.,4.4,15,1,Sunset,"Views,Nature",44.65126281819231,-90.19391767949224,No,Unknown,MFI,Marshfield Municipal Airport,
United States,XX,Marshfield,Marshfield Central Square,Landmark,"The historic heart of Marshfield, bustling with locals and cafes.",4.1,15,3,Afternoon,"Iconic,Free",44.61966416331858,-90.17399277743964,No,Unknown,MFI,Marshfield Municipal Airport,
United States,XX,Marshfield,Marshfield Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Marshfield.,4.0,15,1,Morning,"Architecture,Spiritual",44.64895714485076,-90.20665227490555,No,Unknown,MFI,Marshfield Municipal Airport,
United States,XX,Wisconsin Rapids,Wisconsin Rapids City Botanical Gardens,Park,A peaceful green oasis in the middle of Wisconsin Rapids.,4.4,25,2,Morning,"Nature,Relaxing",44.357754994335984,-89.8402803486705,No,Unknown,ISW,Alexander Field South Wood County Airport,
United States,XX,Wisconsin Rapids,Wisconsin Rapids Central Square,Landmark,"The historic heart of Wisconsin Rapids, bustling with locals and cafes.",4.6,15,3,Afternoon,"Iconic,Free",44.35473253149769,-89.8514142329143,No,Unknown,ISW,Alexander Field South Wood County Airport,
United States,XX,Wisconsin Rapids,Wisconsin Rapids Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Wisconsin Rapids.,4.4,10,2,Morning,"Architecture,Spiritual",44.370671876312215,-89.82735337504553,No,Unknown,ISW,Alexander Field South Wood County Airport,
United States,XX,Clinton,Clinton Central Square,Landmark,"The historic heart of Clinton, bustling with locals and cafes.",4.6,10,1,Afternoon,"Iconic,Free",41.81716670796926,-90.34835473531248,No,Unknown,CWI,Clinton Municipal Airport,
United States,XX,Clinton,Clinton City Botanical Gardens,Park,A peaceful green oasis in the middle of Clinton.,4.4,0,3,Morning,"Nature,Relaxing",41.84664835740078,-90.3197499206325,No,Unknown,CWI,Clinton Municipal Airport,
United States,XX,Beverly,Beverly Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Beverly.,4.1,0,1,Morning,"Architecture,Spiritual",42.597124395471745,-70.90756470314987,No,Unknown,BVY,Beverly Municipal Airport,
United States,XX,Beverly,Beverly City Botanical Gardens,Park,A peaceful green oasis in the middle of Beverly.,4.8,0,1,Morning,"Nature,Relaxing",42.60314643216728,-70.9071054057591,No,Unknown,BVY,Beverly Municipal Airport,
United States,XX,Poplar Bluff,Poplar Bluff City Botanical Gardens,Park,A peaceful green oasis in the middle of Poplar Bluff.,4.8,25,1,Morning,"Nature,Relaxing",36.789098693578374,-90.32195233997413,No,Unknown,POF,Poplar Bluff Municipal Airport,
United States,XX,Poplar Bluff,Poplar Bluff Central Square,Landmark,"The historic heart of Poplar Bluff, bustling with locals and cafes.",4.4,5,3,Afternoon,"Iconic,Free",36.77615179504551,-90.32779187790761,No,Unknown,POF,Poplar Bluff Municipal Airport,
United States,XX,Poplar Bluff,Poplar Bluff Scenic Lookout Point,Nature,Panoramic views of Poplar Bluff and its surroundings.,4.7,25,1,Sunset,"Views,Nature",36.77351444781566,-90.31911921497264,No,Unknown,POF,Poplar Bluff Municipal Airport,
United States,XX,Keokuk,Keokuk National Museum,Museum,Explore the deep history and culture of United States in Keokuk.,4.1,10,2,Morning,"History,Culture",40.470158362203684,-91.43448850743387,No,Unknown,EOK,Keokuk Municipal Airport,
United States,XX,Keokuk,Keokuk City Botanical Gardens,Park,A peaceful green oasis in the middle of Keokuk.,4.2,15,1,Morning,"Nature,Relaxing",40.44644836543811,-91.42932233167535,No,Unknown,EOK,Keokuk Municipal Airport,
United States,XX,St. Paul,St. Paul Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of St. Paul.,4.7,25,3,Morning,"Architecture,Spiritual",44.95004794330105,-93.0450692648654,No,Unknown,STP,St Paul Downtown Holman Field,
United States,XX,St. Paul,St. Paul Scenic Lookout Point,Nature,Panoramic views of St. Paul and its surroundings.,4.2,25,3,Sunset,"Views,Nature",44.924624805455785,-93.04656928477898,No,Unknown,STP,St Paul Downtown Holman Field,
United States,XX,St. Paul,St. Paul Central Square,Landmark,"The historic heart of St. Paul, bustling with locals and cafes.",4.4,10,2,Afternoon,"Iconic,Free",44.92868734219577,-93.07909337087845,No,Unknown,STP,St Paul Downtown Holman Field,
United States,XX,Hamilton,Hamilton National Museum,Museum,Explore the deep history and culture of United States in Hamilton.,4.1,15,3,Morning,"History,Culture",39.362201490742954,-84.53266264496149,No,Unknown,HAO,Butler Co Regional Airport - Hogan Field,
United States,XX,Hamilton,Hamilton Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Hamilton.,4.7,25,1,Morning,"Architecture,Spiritual",39.35976304522831,-84.50577631459419,No,Unknown,HAO,Butler Co Regional Airport - Hogan Field,
United States,XX,Hamilton,Hamilton Scenic Lookout Point,Nature,Panoramic views of Hamilton and its surroundings.,4.0,5,3,Sunset,"Views,Nature",39.37562812011,-84.53223548078779,No,Unknown,HAO,Butler Co Regional Airport - Hogan Field,
United States,XX,Fond du Lac,Fond du Lac City Botanical Gardens,Park,A peaceful green oasis in the middle of Fond du Lac.,4.5,5,3,Morning,"Nature,Relaxing",43.75668940664366,-88.47472259875192,No,Unknown,FLD,Fond du Lac County Airport,
United States,XX,Fond du Lac,Fond du Lac Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Fond du Lac.,4.5,10,1,Morning,"Architecture,Spiritual",43.75993842245206,-88.47360686980102,No,Unknown,FLD,Fond du Lac County Airport,
United States,XX,Fond du Lac,Fond du Lac National Museum,Museum,Explore the deep history and culture of United States in Fond du Lac.,4.5,25,2,Morning,"History,Culture",43.76988598040356,-88.48604018515962,No,Unknown,FLD,Fond du Lac County Airport,
United States,XX,Stevens Point,Stevens Point Central Square,Landmark,"The historic heart of Stevens Point, bustling with locals and cafes.",4.2,5,2,Afternoon,"Iconic,Free",44.54536825291259,-89.51400606805308,No,Unknown,STE,Stevens Point Municipal Airport,
United States,XX,Stevens Point,Stevens Point Scenic Lookout Point,Nature,Panoramic views of Stevens Point and its surroundings.,4.5,5,3,Sunset,"Views,Nature",44.552651240095194,-89.52497083042708,No,Unknown,STE,Stevens Point Municipal Airport,
United States,XX,Stevens Point,Stevens Point Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Stevens Point.,4.6,10,2,Morning,"Architecture,Spiritual",44.52886528965512,-89.52237362417878,No,Unknown,STE,Stevens Point Municipal Airport,
United States,XX,Galion,Galion National Museum,Museum,Explore the deep history and culture of United States in Galion.,4.7,0,1,Morning,"History,Culture",40.737716359030735,-82.74304500617998,No,Unknown,GQQ,Galion Municipal Airport,
United States,XX,Galion,Galion Central Square,Landmark,"The historic heart of Galion, bustling with locals and cafes.",4.1,10,3,Afternoon,"Iconic,Free",40.76666345916817,-82.71901298396526,No,Unknown,GQQ,Galion Municipal Airport,
United States,XX,Galion,Galion Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Galion.,4.8,5,2,Morning,"Architecture,Spiritual",40.76665274027729,-82.7303491752635,No,Unknown,GQQ,Galion Municipal Airport,
United States,XX,Clarksville,Clarksville Central Square,Landmark,"The historic heart of Clarksville, bustling with locals and cafes.",4.2,10,2,Afternoon,"Iconic,Free",36.603651606880426,-87.40654363459556,No,Unknown,CKV,Clarksville–Montgomery County Regional Airport,
United States,XX,Clarksville,Clarksville Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Clarksville.,4.5,25,1,Morning,"Architecture,Spiritual",36.61151769353069,-87.42989226211246,No,Unknown,CKV,Clarksville–Montgomery County Regional Airport,
United States,XX,Coatesville,Coatesville Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Coatesville.,4.7,0,1,Morning,"Architecture,Spiritual",39.990003277658246,-75.8724417062019,No,Unknown,CTH,Chester County G O Carlson Airport,
United States,XX,Coatesville,Coatesville City Botanical Gardens,Park,A peaceful green oasis in the middle of Coatesville.,4.6,10,1,Morning,"Nature,Relaxing",39.975374047496246,-75.85818569774548,No,Unknown,CTH,Chester County G O Carlson Airport,
United States,XX,Coatesville,Coatesville Scenic Lookout Point,Nature,Panoramic views of Coatesville and its surroundings.,4.0,0,2,Sunset,"Views,Nature",39.95927301632775,-75.85221534550702,No,Unknown,CTH,Chester County G O Carlson Airport,
United States,XX,Lake Placid,Lake Placid Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Lake Placid.,4.1,5,1,Morning,"Architecture,Spiritual",44.27855089632687,-73.95093053642645,No,Unknown,LKP,Lake Placid Airport,
United States,XX,Lake Placid,Lake Placid City Botanical Gardens,Park,A peaceful green oasis in the middle of Lake Placid.,4.1,15,2,Morning,"Nature,Relaxing",44.27603210557181,-73.95500178569087,No,Unknown,LKP,Lake Placid Airport,
United States,XX,Lake Placid,Lake Placid Central Square,Landmark,"The historic heart of Lake Placid, bustling with locals and cafes.",4.4,5,3,Afternoon,"Iconic,Free",44.25545223057243,-73.95542559876753,No,Unknown,LKP,Lake Placid Airport,
United States,XX,Lima,Lima Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Lima.",4.7,15,2,Evening,"Nightlife,Food",40.69044174770497,-84.0427254172304,No,Unknown,AOH,Lima Allen County Airport,
United States,XX,Lima,Lima City Botanical Gardens,Park,A peaceful green oasis in the middle of Lima.,4.8,25,2,Morning,"Nature,Relaxing",40.70696215917491,-84.02129969412786,No,Unknown,AOH,Lima Allen County Airport,
United States,XX,Beaver Falls,Beaver Falls Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Beaver Falls.",4.9,15,3,Evening,"Nightlife,Food",40.75946523955337,-80.3936381306391,No,Unknown,BFP,Beaver County Airport,
United States,XX,Beaver Falls,Beaver Falls Scenic Lookout Point,Nature,Panoramic views of Beaver Falls and its surroundings.,4.5,5,2,Sunset,"Views,Nature",40.77140949974824,-80.39960989189309,No,Unknown,BFP,Beaver County Airport,
United States,XX,Renton,Renton City Botanical Gardens,Park,A peaceful green oasis in the middle of Renton.,4.3,25,1,Morning,"Nature,Relaxing",47.50400686855443,-122.21800461820517,No,Unknown,RNT,Renton Municipal Airport,
United States,XX,Renton,Renton Central Square,Landmark,"The historic heart of Renton, bustling with locals and cafes.",4.6,25,1,Afternoon,"Iconic,Free",47.50585150276272,-122.21385983984725,No,Unknown,RNT,Renton Municipal Airport,
United States,XX,La Verne,La Verne Scenic Lookout Point,Nature,Panoramic views of La Verne and its surroundings.,4.2,0,3,Sunset,"Views,Nature",34.083267142550596,-117.77843764187622,No,Unknown,POC,Brackett Field,
United States,XX,La Verne,La Verne Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in La Verne.",4.8,10,2,Evening,"Nightlife,Food",34.10153142450887,-117.782136961223,No,Unknown,POC,Brackett Field,
United States,XX,La Verne,La Verne Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of La Verne.,4.6,15,2,Morning,"Architecture,Spiritual",34.11043465762826,-117.77292159350326,No,Unknown,POC,Brackett Field,
United States,XX,Cross City,Cross City National Museum,Museum,Explore the deep history and culture of United States in Cross City.,4.8,10,1,Morning,"History,Culture",29.61760008603639,-83.11851677289313,No,Unknown,CTY,Cross City Airport,
United States,XX,Cross City,Cross City City Botanical Gardens,Park,A peaceful green oasis in the middle of Cross City.,4.1,25,2,Morning,"Nature,Relaxing",29.649019757231304,-83.10337003833436,No,Unknown,CTY,Cross City Airport,
United States,XX,Cross City,Cross City Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Cross City.,4.6,10,3,Morning,"Architecture,Spiritual",29.63569032758547,-83.09927138585458,No,Unknown,CTY,Cross City Airport,
United States,XX,Clemson,Clemson City Botanical Gardens,Park,A peaceful green oasis in the middle of Clemson.,4.3,5,1,Morning,"Nature,Relaxing",34.66379265583767,-82.90222986030265,No,Unknown,CEU,Oconee County Regional Airport,
United States,XX,Clemson,Clemson Central Square,Landmark,"The historic heart of Clemson, bustling with locals and cafes.",4.8,5,1,Afternoon,"Iconic,Free",34.68085845190888,-82.86885309000041,No,Unknown,CEU,Oconee County Regional Airport,
United States,XX,Clemson,Clemson Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Clemson.",4.6,15,2,Evening,"Nightlife,Food",34.65786550167571,-82.88042075109567,No,Unknown,CEU,Oconee County Regional Airport,
United States,XX,Kapolei,Kapolei Central Square,Landmark,"The historic heart of Kapolei, bustling with locals and cafes.",4.3,25,3,Afternoon,"Iconic,Free",21.31463351513641,-158.07462816932977,No,Unknown,JRF,Kalaeloa Airport,
United States,XX,Kapolei,Kapolei Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Kapolei.",4.8,10,2,Evening,"Nightlife,Food",21.301674358984876,-158.06452083856198,No,Unknown,JRF,Kalaeloa Airport,
United States,XX,Kapolei,Kapolei Scenic Lookout Point,Nature,Panoramic views of Kapolei and its surroundings.,4.8,15,3,Sunset,"Views,Nature",21.32166131600729,-158.0795536900853,No,Unknown,JRF,Kalaeloa Airport,
United States,XX,East Tawas,East Tawas National Museum,Museum,Explore the deep history and culture of United States in East Tawas.,4.2,0,2,Morning,"History,Culture",44.30108151487437,-83.42971429809423,No,Unknown,ECA,Iosco County Airport,
United States,XX,East Tawas,East Tawas Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of East Tawas.,4.3,10,3,Morning,"Architecture,Spiritual",44.323055495748456,-83.41759090770536,No,Unknown,ECA,Iosco County Airport,
United States,XX,East Tawas,East Tawas Scenic Lookout Point,Nature,Panoramic views of East Tawas and its surroundings.,4.4,15,1,Sunset,"Views,Nature",44.30560989467064,-83.42825479259298,No,Unknown,ECA,Iosco County Airport,
United States,XX,Boulder,Boulder Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Boulder.,4.3,15,3,Morning,"Architecture,Spiritual",40.04317460716286,-105.23757045031536,No,Unknown,WBU,Boulder Municipal Airport,
United States,XX,Boulder,Boulder Central Square,Landmark,"The historic heart of Boulder, bustling with locals and cafes.",4.8,15,3,Afternoon,"Iconic,Free",40.05769769273915,-105.23143694009231,No,Unknown,WBU,Boulder Municipal Airport,
United States,XX,Boulder,Boulder Scenic Lookout Point,Nature,Panoramic views of Boulder and its surroundings.,4.7,10,1,Sunset,"Views,Nature",40.02160393172725,-105.22133804681832,No,Unknown,WBU,Boulder Municipal Airport,
United States,XX,Palo Alto,Palo Alto Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Palo Alto.,4.2,25,3,Morning,"Architecture,Spiritual",37.46793047404469,-122.10245935652158,No,Unknown,PAO,Palo Alto Airport of Santa Clara County,
United States,XX,Palo Alto,Palo Alto Scenic Lookout Point,Nature,Panoramic views of Palo Alto and its surroundings.,4.2,5,2,Sunset,"Views,Nature",37.47873518124403,-122.13145221734861,No,Unknown,PAO,Palo Alto Airport of Santa Clara County,
United States,XX,Pontiac,Pontiac Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Pontiac.,4.8,15,1,Morning,"Architecture,Spiritual",42.65971821394725,-83.40690091277602,No,Unknown,PTK,Oakland County International Airport,
United States,XX,Pontiac,Pontiac City Botanical Gardens,Park,A peaceful green oasis in the middle of Pontiac.,4.5,10,2,Morning,"Nature,Relaxing",42.67438510478182,-83.40775858200435,No,Unknown,PTK,Oakland County International Airport,
United States,XX,Pontiac,Pontiac Central Square,Landmark,"The historic heart of Pontiac, bustling with locals and cafes.",4.7,25,1,Afternoon,"Iconic,Free",42.669635945472656,-83.4134930371521,No,Unknown,PTK,Oakland County International Airport,
United States,XX,Keene,Keene Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Keene.,4.3,5,2,Morning,"Architecture,Spiritual",42.893418011016514,-72.28493709539244,No,Unknown,EEN,Dillant Hopkins Airport,
United States,XX,Keene,Keene City Botanical Gardens,Park,A peaceful green oasis in the middle of Keene.,4.0,15,1,Morning,"Nature,Relaxing",42.883744573722694,-72.28078435941514,No,Unknown,EEN,Dillant Hopkins Airport,
United States,XX,Keene,Keene National Museum,Museum,Explore the deep history and culture of United States in Keene.,4.3,5,2,Morning,"History,Culture",42.891221676490034,-72.2634278570786,No,Unknown,EEN,Dillant Hopkins Airport,
United States,XX,Iowa City,Iowa City Scenic Lookout Point,Nature,Panoramic views of Iowa City and its surroundings.,4.2,25,1,Sunset,"Views,Nature",41.64610553176287,-91.53757848077188,No,Unknown,IOW,Iowa City Municipal Airport,
United States,XX,Iowa City,Iowa City City Botanical Gardens,Park,A peaceful green oasis in the middle of Iowa City.,4.9,0,2,Morning,"Nature,Relaxing",41.63917918976433,-91.53259818732539,No,Unknown,IOW,Iowa City Municipal Airport,
United States,XX,Iowa City,Iowa City Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Iowa City.",4.2,25,1,Evening,"Nightlife,Food",41.624744459608905,-91.54657716347606,No,Unknown,IOW,Iowa City Municipal Airport,
United States,XX,Annapolis,Annapolis Scenic Lookout Point,Nature,Panoramic views of Annapolis and its surroundings.,4.5,15,3,Sunset,"Views,Nature",38.962709434424106,-76.56610238035698,No,Unknown,ANP,Lee Airport,
United States,XX,Annapolis,Annapolis City Botanical Gardens,Park,A peaceful green oasis in the middle of Annapolis.,4.9,10,2,Morning,"Nature,Relaxing",38.93089058644869,-76.55098823551768,No,Unknown,ANP,Lee Airport,
United States,XX,Annapolis,Annapolis National Museum,Museum,Explore the deep history and culture of United States in Annapolis.,4.3,25,3,Morning,"History,Culture",38.932851669641046,-76.58005585364805,No,Unknown,ANP,Lee Airport,
United States,XX,Pecos,Pecos National Museum,Museum,Explore the deep history and culture of United States in Pecos.,4.3,5,1,Morning,"History,Culture",31.392006156698745,-103.52906245933335,No,Unknown,PEQ,Pecos Municipal Airport,
United States,XX,Pecos,Pecos Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Pecos.",4.7,25,3,Evening,"Nightlife,Food",31.362767655178867,-103.4941403759912,No,Unknown,PEQ,Pecos Municipal Airport,
United States,XX,Hattiesburg,Hattiesburg City Botanical Gardens,Park,A peaceful green oasis in the middle of Hattiesburg.,4.1,5,2,Morning,"Nature,Relaxing",31.267890240562178,-89.25951358052876,No,Unknown,HBG,Hattiesburg Bobby L Chain Municipal Airport,
United States,XX,Hattiesburg,Hattiesburg Scenic Lookout Point,Nature,Panoramic views of Hattiesburg and its surroundings.,4.2,15,3,Sunset,"Views,Nature",31.2575383456757,-89.26894975573794,No,Unknown,HBG,Hattiesburg Bobby L Chain Municipal Airport,
United States,XX,Yankton,Yankton City Botanical Gardens,Park,A peaceful green oasis in the middle of Yankton.,4.4,0,1,Morning,"Nature,Relaxing",42.900856898226365,-97.38405043274857,No,Unknown,YKN,Chan Gurney Municipal Airport,
United States,XX,Yankton,Yankton Scenic Lookout Point,Nature,Panoramic views of Yankton and its surroundings.,4.2,10,2,Sunset,"Views,Nature",42.89825784880382,-97.38743812443116,No,Unknown,YKN,Chan Gurney Municipal Airport,
United States,XX,Hayward,Hayward Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Hayward.,4.1,25,3,Morning,"Architecture,Spiritual",37.64253464120999,-122.10739003525217,No,Unknown,HWD,Hayward Executive Airport,
United States,XX,Hayward,Hayward Central Square,Landmark,"The historic heart of Hayward, bustling with locals and cafes.",4.5,25,3,Afternoon,"Iconic,Free",37.67337254448313,-122.10926723771938,No,Unknown,HWD,Hayward Executive Airport,
United States,XX,Ann Arbor,Ann Arbor Scenic Lookout Point,Nature,Panoramic views of Ann Arbor and its surroundings.,4.4,0,3,Sunset,"Views,Nature",42.230211917607384,-83.73224870439513,No,Unknown,ARB,Ann Arbor Municipal Airport,
United States,XX,Ann Arbor,Ann Arbor Central Square,Landmark,"The historic heart of Ann Arbor, bustling with locals and cafes.",4.3,10,1,Afternoon,"Iconic,Free",42.20726024070857,-83.7502435877588,No,Unknown,ARB,Ann Arbor Municipal Airport,
United States,XX,Alameda,Alameda National Museum,Museum,Explore the deep history and culture of United States in Alameda.,4.0,15,1,Morning,"History,Culture",37.7989505590463,-122.32333627120147,No,Unknown,NGZ,Alameda Naval Air Station,
United States,XX,Alameda,Alameda Scenic Lookout Point,Nature,Panoramic views of Alameda and its surroundings.,4.5,0,2,Sunset,"Views,Nature",37.79925891724109,-122.32270436308798,No,Unknown,NGZ,Alameda Naval Air Station,
United States,XX,Immokalee ,Immokalee  Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Immokalee .",4.8,0,3,Evening,"Nightlife,Food",26.42459065997999,-81.41770079285199,No,Unknown,IMM,Immokalee Regional Airport,
United States,XX,Immokalee ,Immokalee  Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Immokalee .,4.5,0,2,Morning,"Architecture,Spiritual",26.42435392555217,-81.38870842496851,No,Unknown,IMM,Immokalee Regional Airport,
United States,XX,Immokalee ,Immokalee  City Botanical Gardens,Park,A peaceful green oasis in the middle of Immokalee .,4.4,5,2,Morning,"Nature,Relaxing",26.431576564382453,-81.41658272367175,No,Unknown,IMM,Immokalee Regional Airport,
United States,XX,Sheboygan,Sheboygan Central Square,Landmark,"The historic heart of Sheboygan, bustling with locals and cafes.",4.9,10,3,Afternoon,"Iconic,Free",43.75991622761595,-87.85038306386639,No,Unknown,SBM,Sheboygan County Memorial Airport,
United States,XX,Sheboygan,Sheboygan City Botanical Gardens,Park,A peaceful green oasis in the middle of Sheboygan.,4.3,15,2,Morning,"Nature,Relaxing",43.75071042482799,-87.87088858511677,No,Unknown,SBM,Sheboygan County Memorial Airport,
United States,XX,Marana,Marana Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Marana.",4.1,0,1,Evening,"Nightlife,Food",32.510773885703806,-111.33448477237147,No,Unknown,MZJ,Pinal Airpark,
United States,XX,Marana,Marana Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Marana.,4.5,15,1,Morning,"Architecture,Spiritual",32.51981210481199,-111.34470453345061,No,Unknown,MZJ,Pinal Airpark,
United States,XX,Safford,Safford City Botanical Gardens,Park,A peaceful green oasis in the middle of Safford.,4.3,0,1,Morning,"Nature,Relaxing",32.86458634833685,-109.6330353253518,No,Unknown,SAD,Safford Regional Airport,
United States,XX,Safford,Safford National Museum,Museum,Explore the deep history and culture of United States in Safford.,4.8,0,3,Morning,"History,Culture",32.83800666689092,-109.6517322875071,No,Unknown,SAD,Safford Regional Airport,
United States,XX,Sikeston,Sikeston Scenic Lookout Point,Nature,Panoramic views of Sikeston and its surroundings.,4.5,15,2,Sunset,"Views,Nature",36.883966297886836,-89.54301287212829,No,Unknown,SIK,Sikeston Memorial Municipal Airport,
United States,XX,Sikeston,Sikeston Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Sikeston.,4.7,10,3,Morning,"Architecture,Spiritual",36.887266359560286,-89.56240167812952,No,Unknown,SIK,Sikeston Memorial Municipal Airport,
United States,XX,Sikeston,Sikeston Central Square,Landmark,"The historic heart of Sikeston, bustling with locals and cafes.",4.4,25,1,Afternoon,"Iconic,Free",36.885469415613024,-89.56175553964759,No,Unknown,SIK,Sikeston Memorial Municipal Airport,
United States,XX,Queensbury,Queensbury Scenic Lookout Point,Nature,Panoramic views of Queensbury and its surroundings.,4.2,15,3,Sunset,"Views,Nature",43.3415055548937,-73.59587918423905,No,Unknown,GFL,Floyd Bennett Memorial Airport,
United States,XX,Queensbury,Queensbury Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Queensbury.",4.9,10,3,Evening,"Nightlife,Food",43.328453303151946,-73.61739209230873,No,Unknown,GFL,Floyd Bennett Memorial Airport,
United States,XX,Queensbury,Queensbury Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Queensbury.,4.4,0,1,Morning,"Architecture,Spiritual",43.339528203147395,-73.62576157406544,No,Unknown,GFL,Floyd Bennett Memorial Airport,
United States,XX,Fryeburg,Fryeburg National Museum,Museum,Explore the deep history and culture of United States in Fryeburg.,4.4,25,2,Morning,"History,Culture",44.00919312667531,-70.95057484692303,No,Unknown,FRY,Eastern Slopes Regional Airport,
United States,XX,Fryeburg,Fryeburg Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Fryeburg.,4.3,0,2,Morning,"Architecture,Spiritual",43.98528619282408,-70.9603201735222,No,Unknown,FRY,Eastern Slopes Regional Airport,
United States,XX,Coeur d'Alene,Coeur d'Alene Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Coeur d'Alene.,4.5,15,1,Morning,"Architecture,Spiritual",47.794234346680874,-116.8311379956392,No,Unknown,COE,Coeur D'Alene - Pappy Boyington Field,
United States,XX,Coeur d'Alene,Coeur d'Alene National Museum,Museum,Explore the deep history and culture of United States in Coeur d'Alene.,4.0,10,2,Morning,"History,Culture",47.790393479702885,-116.81352382283812,No,Unknown,COE,Coeur D'Alene - Pappy Boyington Field,
